hole_uid,source_id,native_id,company,project,jurisdiction,lat,lon,easting,northing,utm_zone,utm_hemi,datum,elev_m,azimuth,dip,depth_m,year_drilled,has_assay,assay_flags,report_ref,url
gov:nb:MS-96-011,gov:nb,MS-96-011,,Yes,New Brunswick,45.71700935678939,-65.23636198169469,,,,,NAD83,,337.0,-45.0,77.40700799999999,1997.0,0,,474865,
gov:nb:MS-96-012,gov:nb,MS-96-012,,Yes,New Brunswick,45.72096683837362,-65.23620793853988,,,,,NAD83,,337.0,-47.0,61.88964,1997.0,0,,474865,
gov:nb:MS-96-013,gov:nb,MS-96-013,,Yes,New Brunswick,45.71329641331861,-65.25374784346158,,,,,NAD83,,337.0,-45.0,55.662575999999994,1997.0,0,,474865,
gov:nb:MS-96-014,gov:nb,MS-96-014,,Yes,New Brunswick,45.70999634000776,-65.25149696129193,,,,,NAD83,,337.0,-45.0,92.927424,1997.0,0,,474865,
gov:nb:MS-90-001,gov:nb,MS-90-001,,Yes,New Brunswick,45.7093256117196,-65.25843470991092,,,,,NAD83,,335.0,-45.0,102.7,1992.0,0,,474252,
gov:nb:MS-90-002,gov:nb,MS-90-002,,Yes,New Brunswick,45.709940006371106,-65.25866504563842,,,,,NAD83,,335.0,-45.0,102.7,1992.0,0,,474252,
gov:nb:MS-90-003,gov:nb,MS-90-003,,Yes,New Brunswick,45.71051869757686,-65.25892186976112,,,,,NAD83,,335.0,-45.0,104.5,1992.0,0,,474252,
gov:nb:MS-90-004,gov:nb,MS-90-004,,Yes,New Brunswick,45.71116078118527,-65.25921581896857,,,,,NAD83,,335.0,-45.0,84.4,1992.0,0,,474252,
gov:nb:E-1,gov:nb,E-1,,Yes,New Brunswick,45.67128567075414,-65.28291088630088,,,,,NAD83,,247.0,-45.0,67.3608,1967.0,0,,470566,
gov:nb:E-2,gov:nb,E-2,,Yes,New Brunswick,45.671201952508426,-65.28265601778071,,,,,NAD83,,157.0,-45.0,73.4568,1967.0,0,,470566,
gov:nb:E-3,gov:nb,E-3,,Yes,New Brunswick,45.67173610599285,-65.28128385251729,,,,,NAD83,,247.0,-45.0,73.7616,1967.0,0,,470566,
gov:nb:S-1,gov:nb,S-1,,Yes,New Brunswick,45.71417131714615,-65.33088633390322,,,,,NAD83,,,-45.0,62.484,1968.0,0,,470567,
gov:nb:S-2,gov:nb,S-2,,Yes,New Brunswick,45.7146698088774,-65.33123552226677,,,,,NAD83,,157.0,-45.0,91.44,1968.0,0,,470567,
gov:nb:S-3,gov:nb,S-3,,Yes,New Brunswick,45.714853436342345,-65.33071787651272,,,,,NAD83,,157.0,-45.0,81.9912,1968.0,0,,470567,
gov:nb:S-4,gov:nb,S-4,,Yes,New Brunswick,45.715332481140436,-65.33092618177379,,,,,NAD83,,157.0,-45.0,121.0056,1968.0,0,,470567,
gov:nb:S-5,gov:nb,S-5,,Yes,New Brunswick,45.71585716762101,-65.33119775774469,,,,,NAD83,,157.0,-45.0,62.7888,1968.0,0,,470567,
gov:nb:S-6,gov:nb,S-6,,Yes,New Brunswick,45.714894174098774,-65.32943254014711,,,,,NAD83,,157.0,-45.0,60.3504,1968.0,0,,470567,
gov:nb:S-7,gov:nb,S-7,,Yes,New Brunswick,45.71517781095762,-65.32901554220864,,,,,NAD83,,157.0,-45.0,84.42960000000001,1968.0,0,,470567,
gov:nb:S-8,gov:nb,S-8,,Yes,New Brunswick,45.71513945399786,-65.32965859212676,,,,,NAD83,,157.0,-45.0,73.7616,1968.0,0,,470567,
gov:nb:S-9,gov:nb,S-9,,Yes,New Brunswick,45.715304510383866,-65.32734304014616,,,,,NAD83,,157.0,-45.0,46.9392,1968.0,0,,470567,
gov:nb:S-10,gov:nb,S-10,,Yes,New Brunswick,45.71495318351477,-65.32991940313688,,,,,NAD83,,157.0,-45.0,55.473600000000005,1968.0,0,,470567,
gov:nb:S-11,gov:nb,S-11,,Yes,New Brunswick,45.71545352424065,-65.32957492214224,,,,,NAD83,,157.0,-45.0,91.1352,1968.0,0,,470567,
gov:nb:S-12,gov:nb,S-12,,Yes,New Brunswick,45.71535495066216,-65.32874207420988,,,,,NAD83,,157.0,-45.0,83.82000000000001,1968.0,0,,470567,
gov:nb:A-008,gov:nb,A-008,,Yes,New Brunswick,45.71674530094771,-64.9874598668336,,,,,NAD83,,34.0,-45.0,73.152,1953.0,0,,470527,
gov:nb:A-009,gov:nb,A-009,,Yes,New Brunswick,45.71375500550545,-64.98927516774854,,,,,NAD83,,34.0,-45.0,97.65791999999999,1953.0,0,,470527,
gov:nb:A-010,gov:nb,A-010,,Yes,New Brunswick,45.714796576147016,-64.99113516794961,,,,,NAD83,,34.0,-50.0,37.0332,1953.0,0,,470527,
gov:nb:A-011,gov:nb,A-011,,Yes,New Brunswick,45.71479674688445,-64.99114800860566,,,,,NAD83,,34.0,-80.0,57.485279999999996,1953.0,0,,470527,
gov:nb:A-012,gov:nb,A-012,,Yes,New Brunswick,45.71493742573853,-64.9909001358842,,,,,NAD83,,34.0,-50.0,35.14344,1953.0,0,,470527,
gov:nb:A-013,gov:nb,A-013,,Yes,New Brunswick,45.714955586891904,-64.99091248903993,,,,,NAD83,,34.0,-70.0,47.57928,1953.0,0,,470527,
gov:nb:A-014,gov:nb,A-014,,Yes,New Brunswick,45.71493759650273,-64.99091297657165,,,,,NAD83,,,-90.0,61.8744,1953.0,0,,470527,
gov:nb:A-015,gov:nb,A-015,,Yes,New Brunswick,45.71487126933933,-64.9913386688884,,,,,NAD83,,27.0,-45.0,43.34256,1953.0,0,,470527,
gov:nb:A-016,gov:nb,A-016,,Yes,New Brunswick,45.71487144005385,-64.99135150956258,,,,,NAD83,,29.0,-73.0,45.72,1953.0,0,,470527,
gov:nb:A-017,gov:nb,A-017,,Yes,New Brunswick,45.71487144005385,-64.99135150956258,,,,,NAD83,,,-90.0,70.80503999999999,1953.0,0,,470527,
gov:nb:A-018,gov:nb,A-018,,Yes,New Brunswick,45.71493223862862,-64.99186367493799,,,,,NAD83,,34.0,-60.0,65.532,1953.0,0,,470527,
gov:nb:A-019,gov:nb,A-019,,Yes,New Brunswick,45.715896250891596,-64.98654520442396,,,,,NAD83,,180.0,-45.0,107.10672,1953.0,0,,470527,
gov:nb:A-020,gov:nb,A-020,,Yes,New Brunswick,45.71662046888694,-64.98822115441942,,,,,NAD83,,,-90.0,114.17808,1953.0,0,,470527,
gov:nb:A-021,gov:nb,A-021,,Yes,New Brunswick,45.71674906604356,-64.98774237080967,,,,,NAD83,,,-90.0,122.9868,1953.0,0,,470527,
gov:nb:A-022,gov:nb,A-022,,Yes,New Brunswick,45.716969495872796,-64.98740239386568,,,,,NAD83,,,-90.0,140.8176,1953.0,0,,470527,
gov:nb:A-023,gov:nb,A-023,,Yes,New Brunswick,45.71690987559887,-64.98698010277589,,,,,NAD83,,,-90.0,127.254,1953.0,0,,470527,
gov:nb:A-024,gov:nb,A-024,,Yes,New Brunswick,45.71690970438696,-64.98696726165139,,,,,NAD83,,3.0,-75.0,115.36680000000001,1953.0,0,,470527,
gov:nb:A-025,gov:nb,A-025,,Yes,New Brunswick,45.71690970438696,-64.98696726165139,,,,,NAD83,,3.0,-50.0,97.2312,1953.0,0,,470527,
gov:nb:A-026,gov:nb,A-026,,Yes,New Brunswick,45.71684973997574,-64.98651928928312,,,,,NAD83,,,-90.0,131.2164,1953.0,0,,470527,
gov:nb:A-027,gov:nb,A-027,,Yes,New Brunswick,45.71652942755859,-64.98611693318637,,,,,NAD83,,,-90.0,112.77600000000001,1953.0,0,,470527,
gov:nb:A-031,gov:nb,A-031,,Yes,New Brunswick,45.717269682841255,-64.9869703261548,,,,,NAD83,,,-90.0,126.24816,1953.0,0,,470527,
gov:nb:A-032,gov:nb,A-032,,Yes,New Brunswick,45.7144998585588,-64.9857482159499,,,,,NAD83,,200.0,-45.0,92.202,1953.0,0,,470527,
gov:nb:A-033,gov:nb,A-033,,Yes,New Brunswick,45.71448469394287,-64.985286200403,,,,,NAD83,,200.0,-45.0,103.0224,1953.0,0,,470527,
gov:nb:A-034,gov:nb,A-034,,Yes,New Brunswick,45.71484903928075,-64.98494231210829,,,,,NAD83,,200.0,-45.0,107.28960000000001,1953.0,0,,470527,
gov:nb:A-035,gov:nb,A-035,,Yes,New Brunswick,45.715511858063834,-64.98538671515904,,,,,NAD83,,200.0,-45.0,106.68,1953.0,0,,470527,
gov:nb:A-036,gov:nb,A-036,,Yes,New Brunswick,45.713594342778215,-64.98532326276211,,,,,NAD83,,200.0,-45.0,130.1496,1953.0,0,,470527,
gov:nb:UPD-001,gov:nb,UPD-001,,Yes,New Brunswick,45.485530254455355,-65.6345341114554,,,,,NAD83,,,-90.0,12.200000000000001,1988.0,0,,473523,
gov:nb:UPD-002,gov:nb,UPD-002,,Yes,New Brunswick,45.485767481844164,-65.63614222557246,,,,,NAD83,,,-90.0,18.3,1988.0,0,,473523,
gov:nb:UPD-003,gov:nb,UPD-003,,Yes,New Brunswick,45.48597925389815,-65.63795541588061,,,,,NAD83,,,-90.0,18.2,1988.0,0,,473523,
gov:nb:UPD-004,gov:nb,UPD-004,,Yes,New Brunswick,45.48393543949542,-65.64848865491565,,,,,NAD83,,,-90.0,12.200000000000001,1988.0,0,,473523,
gov:nb:T-75-001,gov:nb,T-75-001,,Yes,New Brunswick,45.48573793964113,-65.66093333304397,,,,,NAD83,,,-90.0,38.7,1976.0,0,,470506,
gov:nb:T-75-002,gov:nb,T-75-002,,Yes,New Brunswick,45.48642729443351,-65.66167773859114,,,,,NAD83,,,-90.0,36.0,1976.0,0,,470506,
gov:nb:T-75-003,gov:nb,T-75-003,,Yes,New Brunswick,45.48666774003465,-65.66012629980352,,,,,NAD83,,278.0,-75.0,20.7,1976.0,0,,470506,
gov:nb:T-75-004,gov:nb,T-75-004,,Yes,New Brunswick,45.48752236108038,-65.66131596193817,,,,,NAD83,,253.0,-57.0,74.10000000000001,1976.0,0,,470506,
gov:nb:T-75-005,gov:nb,T-75-005,,Yes,New Brunswick,45.486900592863165,-65.65876684350634,,,,,NAD83,,,-90.0,119.8,1976.0,0,,470506,
gov:nb:GX-016,gov:nb,GX-016,,Yes,New Brunswick,45.19718883851344,-65.91422993099252,,,,,NAD83,,,-90.0,39.9288,1984.0,0,,473030,
gov:nb:GX-017,gov:nb,GX-017,,Yes,New Brunswick,45.19757413752665,-65.91392050203085,,,,,NAD83,,,-90.0,41.148,1984.0,0,,473030,
gov:nb:GX-018,gov:nb,GX-018,,Yes,New Brunswick,45.19768978123195,-65.91366477503445,,,,,NAD83,,,-90.0,32.308800000000005,1984.0,0,,473030,
gov:nb:GX-019,gov:nb,GX-019,,Yes,New Brunswick,45.19797743026763,-65.91361088192521,,,,,NAD83,,,-90.0,26.0604,1984.0,0,,473030,
gov:nb:GX-020,gov:nb,GX-020,,Yes,New Brunswick,45.197848493378025,-65.91303953509563,,,,,NAD83,,,-90.0,32.6136,1984.0,0,,473030,
gov:nb:GX-021,gov:nb,GX-021,,Yes,New Brunswick,45.19791815594917,-65.91259338771154,,,,,NAD83,,,-90.0,29.8704,1984.0,0,,473030,
gov:nb:GX-023,gov:nb,GX-023,,Yes,New Brunswick,45.19675934371532,-65.914692527377,,,,,NAD83,,150.0,-60.0,48.1584,1984.0,0,,473030,
gov:nb:GX-024,gov:nb,GX-024,,Yes,New Brunswick,45.19848213744809,-65.91377108392882,,,,,NAD83,,155.0,-60.0,27.889200000000002,1984.0,0,,473030,
gov:nb:GX-025,gov:nb,GX-025,,Yes,New Brunswick,45.198855844799986,-65.91469624383546,,,,,NAD83,,130.0,-60.0,22.555200000000003,1984.0,0,,473030,
gov:nb:GX-026,gov:nb,GX-026,,Yes,New Brunswick,45.1988287869678,-65.9146837977959,,,,,NAD83,,130.0,-60.0,63.3984,1984.0,0,,473030,
gov:nb:GX-027,gov:nb,GX-027,,Yes,New Brunswick,45.1988540635447,-65.91435264453894,,,,,NAD83,,136.0,-60.0,48.3108,1984.0,0,,473030,
gov:nb:GX-028,gov:nb,GX-028,,Yes,New Brunswick,45.19932278053421,-65.91451322889003,,,,,NAD83,,117.0,-50.0,39.1668,1984.0,0,,473030,
gov:nb:GX-029,gov:nb,GX-029,,Yes,New Brunswick,45.19870005352635,-65.9141506174751,,,,,NAD83,,110.0,-50.0,42.976800000000004,1984.0,0,,473030,
gov:nb:GX-030,gov:nb,GX-030,,Yes,New Brunswick,45.198743983570985,-65.91394653663049,,,,,NAD83,,130.0,-50.0,32.766,1984.0,0,,473030,
gov:nb:GX-031,gov:nb,GX-031,,Yes,New Brunswick,45.197301047240664,-65.91331247785533,,,,,NAD83,,,-90.0,33.528,1984.0,0,,473030,
gov:nb:GX-014,gov:nb,GX-014,,Yes,New Brunswick,45.196889484744965,-65.91376216981521,,,,,NAD83,,,-90.0,26.2128,1984.0,0,,473030,
gov:nb:8601,gov:nb,8601,,Yes,New Brunswick,45.197008166540364,-65.91409181777603,,,,,NAD83,,,-90.0,16.46,1987.0,0,,473382,
gov:nb:8667,gov:nb,8667,,Yes,New Brunswick,45.19593317522925,-65.91500651482275,,,,,NAD83,,130.0,-60.0,56.4,1987.0,0,,473382,
gov:nb:8668,gov:nb,8668,,Yes,New Brunswick,45.19593973263001,-65.91453558758633,,,,,NAD83,,130.0,-62.0,57.9,1987.0,0,,473382,
gov:nb:8669,gov:nb,8669,,Yes,New Brunswick,45.19621759298059,-65.91432909027576,,,,,NAD83,,130.0,-62.0,58.5,1987.0,0,,473382,
gov:nb:8682,gov:nb,8682,,Yes,New Brunswick,45.19889650786709,-65.91908649647364,,,,,NAD83,,100.0,-45.0,1.2,1987.0,0,,473382,
gov:nb:CS-88-32,gov:nb,CS-88-32,,Yes,New Brunswick,45.19868649782461,-65.91327262643684,,,,,NAD83,,0.0,-90.0,441.05,1988.0,0,,474085,
gov:nb:M-001,gov:nb,M-001,,Yes,New Brunswick,45.21850729108573,-65.8892595173185,,,,,NAD83,,330.0,-70.0,16.8,1985.0,0,,473111,
gov:nb:M-002,gov:nb,M-002,,Yes,New Brunswick,45.21729905519512,-65.89045655587005,,,,,NAD83,,,-90.0,20.1,1985.0,0,,473111,
gov:nb:M-003,gov:nb,M-003,,Yes,New Brunswick,45.20571978713725,-65.90411162736979,,,,,NAD83,,,-90.0,20.7,1985.0,0,,473111,
gov:nb:Bl-001,gov:nb,Bl-001,,Yes,New Brunswick,45.216922162740026,-65.94110318555717,,,,,NAD83,,23.0,-45.0,75.60000000000001,1987.0,0,,473340,
gov:nb:MR-001,gov:nb,MR-001,,Yes,New Brunswick,45.20583750294346,-65.90767427046259,,,,,NAD83,,,-90.0,45.1,1987.0,0,,473454,
gov:nb:MR-002,gov:nb,MR-002,,Yes,New Brunswick,45.20433502312769,-65.90942102157443,,,,,NAD83,,,-90.0,16.8,1987.0,0,,473454,
gov:nb:MR-003,gov:nb,MR-003,,Yes,New Brunswick,45.20457901452002,-65.90962211470939,,,,,NAD83,,,-90.0,112.2,1987.0,0,,473454,
gov:nb:MR-004,gov:nb,MR-004,,Yes,New Brunswick,45.204662849493644,-65.91016853737898,,,,,NAD83,,,-90.0,31.1,1987.0,0,,473454,
gov:nb:MR-005,gov:nb,MR-005,,Yes,New Brunswick,45.2048811944564,-65.90890618903687,,,,,NAD83,,,-90.0,32.6,1987.0,0,,473454,
gov:nb:MR-006,gov:nb,MR-006,,Yes,New Brunswick,45.20475356677643,-65.90858932765114,,,,,NAD83,,,-90.0,20.400000000000002,1987.0,0,,473454,
gov:nb:MR-007,gov:nb,MR-007,,Yes,New Brunswick,45.205077402444616,-65.90857320651585,,,,,NAD83,,,-90.0,26.8,1987.0,0,,473454,
gov:nb:T-75-006,gov:nb,T-75-006,,Yes,New Brunswick,45.48679747397711,-65.65942078922615,,,,,NAD83,,,-90.0,147.6,1976.0,0,,470506,
gov:nb:T-75-007,gov:nb,T-75-007,,Yes,New Brunswick,45.48772407772368,-65.66060936494723,,,,,NAD83,,,-90.0,83.5,1976.0,0,,470506,
gov:nb:T-77-001,gov:nb,T-77-001,,Yes,New Brunswick,45.488448172692024,-65.66361754171909,,,,,NAD83,,,-90.0,98.1456,1978.0,0,,472160,
gov:nb:T-77-002,gov:nb,T-77-002,,Yes,New Brunswick,45.488095877215635,-65.65978508083879,,,,,NAD83,,,-90.0,140.5128,1978.0,0,,472160,
gov:nb:T-77-003,gov:nb,T-77-003,,Yes,New Brunswick,45.485883110937806,-65.65988222350833,,,,,NAD83,,,-90.0,46.9392,1978.0,0,,472160,
gov:nb:T-77-004,gov:nb,T-77-004,,Yes,New Brunswick,45.48602998241637,-65.65906133768321,,,,,NAD83,,,-90.0,48.1584,1978.0,0,,472160,
gov:nb:T-77-005,gov:nb,T-77-005,,Yes,New Brunswick,45.488410971287486,-65.66102122529018,,,,,NAD83,,,-90.0,92.3544,1978.0,0,,472160,
gov:nb:T-77-006,gov:nb,T-77-006,,Yes,New Brunswick,45.489134798162944,-65.66156046922457,,,,,NAD83,,,-90.0,136.5504,1978.0,0,,472160,
gov:nb:SJ- 72-001,gov:nb,SJ- 72-001,,Yes,New Brunswick,45.46243150582811,-65.87821717550847,,,,,NAD83,,295.0,,154.0,1971.0,0,,470498,
gov:nb:SJ- 72-002,gov:nb,SJ- 72-002,,Yes,New Brunswick,45.463434489895945,-65.8773493492661,,,,,NAD83,,295.0,-10.0,123.2,1971.0,0,,470498,
gov:nb:SJ- 72-003,gov:nb,SJ- 72-003,,Yes,New Brunswick,45.4639589227122,-65.87617993286494,,,,,NAD83,,295.0,-5.0,184.5,1971.0,0,,470498,
gov:nb:B3,gov:nb,B3,,Yes,New Brunswick,45.26966265204269,-65.82041752282716,,,,,NAD83,,338.0,-45.0,91.44,1970.0,0,,470515,
gov:nb:B2,gov:nb,B2,,Yes,New Brunswick,45.275824029884866,-65.80673257541764,,,,,NAD83,,338.0,-50.0,103.0224,1970.0,0,,470515,
gov:nb:GG-001,gov:nb,GG-001,,Yes,New Brunswick,45.34703584594831,-65.978103707925,,,,,NAD83,,68.0,-45.0,67.7,1987.0,0,,473383,
gov:nb:GG-002,gov:nb,GG-002,,Yes,New Brunswick,45.347189154662914,-65.97817884569007,,,,,NAD83,,68.0,-44.0,77.9,1987.0,0,,473383,
gov:nb:GG-003,gov:nb,GG-003,,Yes,New Brunswick,45.34718909578921,-65.97816608613968,,,,,NAD83,,68.0,-60.0,76.2,1987.0,0,,473383,
gov:nb:GG-004,gov:nb,GG-004,,Yes,New Brunswick,45.34746854436983,-65.97827833438872,,,,,NAD83,,68.0,-45.0,48.2,1987.0,0,,473383,
gov:nb:GG-005,gov:nb,GG-005,,Yes,New Brunswick,45.346711292510804,-65.97796636011115,,,,,NAD83,,68.0,-45.0,48.2,1987.0,0,,473383,
gov:nb:GG-006,gov:nb,GG-006,,Yes,New Brunswick,45.34690064972018,-65.97805392251021,,,,,NAD83,,68.0,-45.0,49.7,1987.0,0,,473383,
gov:nb:GG-007,gov:nb,GG-007,,Yes,New Brunswick,45.34653816214924,-65.97749584916177,,,,,NAD83,,68.0,-45.0,43.0,1987.0,0,,473383,
gov:nb:GG-008,gov:nb,GG-008,,Yes,New Brunswick,45.34653816214924,-65.97749584916177,,,,,NAD83,,68.0,-60.0,57.300000000000004,1987.0,0,,473383,
gov:nb:GG-009,gov:nb,GG-009,,Yes,New Brunswick,45.34637514800698,-65.97726768535848,,,,,NAD83,,68.0,-45.0,67.1,1987.0,0,,473383,
gov:nb:GG-010,gov:nb,GG-010,,Yes,New Brunswick,45.34645441351872,-65.97689691056588,,,,,NAD83,,68.0,-45.0,75.60000000000001,1987.0,0,,473383,
gov:nb:GG-011,gov:nb,GG-011,,Yes,New Brunswick,45.34644541614058,-65.97689699425955,,,,,NAD83,,68.0,-60.0,100.0,1987.0,0,,473383,
gov:nb:GG-012,gov:nb,GG-012,,Yes,New Brunswick,45.34608304104384,-65.97636445149152,,,,,NAD83,,68.0,-60.0,48.2,1987.0,0,,473383,
gov:nb:GG-013,gov:nb,GG-013,,Yes,New Brunswick,45.34667141267775,-65.97712457166588,,,,,NAD83,,68.0,-45.0,112.2,1987.0,0,,473383,
gov:nb:GG-014,gov:nb,GG-014,,Yes,New Brunswick,45.34630010031789,-65.97660486838127,,,,,NAD83,,68.0,-60.0,48.2,1987.0,0,,473383,
gov:nb:GG-015,gov:nb,GG-015,,Yes,New Brunswick,45.34794652362093,-65.97851634490004,,,,,NAD83,,68.0,-45.0,54.300000000000004,1987.0,0,,473383,
gov:nb:GG-016,gov:nb,GG-016,,Yes,New Brunswick,45.34689159345311,-65.97804124653707,,,,,NAD83,,68.0,-60.0,74.10000000000001,1987.0,0,,473383,
gov:nb:GG-017,gov:nb,GG-017,,Yes,New Brunswick,45.346702236234066,-65.9779536841947,,,,,NAD83,,68.0,-60.0,185.3,1987.0,0,,473383,
gov:nb:GG-018,gov:nb,GG-018,,Yes,New Brunswick,45.34693087846547,-65.97875544402889,,,,,NAD83,,68.0,-45.0,116.7,1987.0,0,,473383,
gov:nb:GG-019,gov:nb,GG-019,,Yes,New Brunswick,45.34679732873101,-65.97906292208472,,,,,NAD83,,68.0,-60.0,400.1,1987.0,0,,473383,
gov:nb:GG-020,gov:nb,GG-020,,Yes,New Brunswick,45.34583028725606,-65.97618816791483,,,,,NAD83,,68.0,-60.0,51.2,1987.0,0,,473383,
gov:nb:GG-021,gov:nb,GG-021,,Yes,New Brunswick,45.34536360526778,-65.9764477084311,,,,,NAD83,,68.0,-60.0,74.7,1987.0,0,,473383,
gov:nb:GG-022,gov:nb,GG-022,,Yes,New Brunswick,45.345999498110956,-65.97775605057477,,,,,NAD83,,68.0,-45.0,182.3,1987.0,0,,473383,
gov:nb:ER-95-001,gov:nb,ER-95-001,,Yes,New Brunswick,45.429962051547406,-65.90226922339652,,,,,NAD83,,90.0,-45.0,62.2,1995.0,0,,474684,
gov:nb:ER-95-002,gov:nb,ER-95-002,,Yes,New Brunswick,45.42957071124186,-65.90142998666379,,,,,NAD83,,90.0,-45.0,68.29,1995.0,0,,474684,
gov:nb:MGD-88-001,gov:nb,MGD-88-001,,Yes,New Brunswick,45.30978897341413,-65.76373623934454,,,,,NAD83,,,-45.0,114.8,1989.0,0,,473665,
gov:nb:MGD-88-002,gov:nb,MGD-88-002,,Yes,New Brunswick,45.31034778990692,-65.76388195245089,,,,,NAD83,,250.0,-45.0,121.0,1989.0,0,,473665,
gov:nb:MGD-88-003,gov:nb,MGD-88-003,,Yes,New Brunswick,45.31079880704768,-65.76405458191164,,,,,NAD83,,250.0,-45.0,87.5,1989.0,0,,473665,
gov:nb:MGD-88-004,gov:nb,MGD-88-004,,Yes,New Brunswick,45.3104530145123,-65.76345976328835,,,,,NAD83,,,-45.0,108.8,1989.0,0,,473665,
gov:nb:MGD-88-005,gov:nb,MGD-88-005,,Yes,New Brunswick,45.31094901778013,-65.76363180115881,,,,,NAD83,,,-45.0,105.8,1989.0,0,,473665,
gov:nb:MGD-88-006,gov:nb,MGD-88-006,,Yes,New Brunswick,45.310000999289755,-65.76313413099133,,,,,NAD83,,250.0,-45.0,108.8,1989.0,0,,473665,
gov:nb:BR-001,gov:nb,BR-001,,Yes,New Brunswick,45.255287462128855,-65.83764886900207,,,,,NAD83,,337.0,-45.0,109.72800000000001,1984.0,0,,473078,
gov:nb:BR-002,gov:nb,BR-002,,Yes,New Brunswick,45.25794451737968,-65.83504417116909,,,,,NAD83,,337.0,-45.0,91.44,1984.0,0,,473078,
gov:nb:BR-003,gov:nb,BR-003,,Yes,New Brunswick,45.25931269123484,-65.83512995216743,,,,,NAD83,,337.0,-45.0,64.00800000000001,1984.0,0,,473078,
gov:nb:BR-004,gov:nb,BR-004,,Yes,New Brunswick,45.25982499537391,-65.83656357402025,,,,,NAD83,,337.0,-45.0,60.96,1984.0,0,,473078,
gov:nb:BR-005,gov:nb,BR-005,,Yes,New Brunswick,45.25836935603997,-65.83844075788424,,,,,NAD83,,337.0,-45.0,85.34400000000001,1984.0,0,,473078,
gov:nb:BR-006,gov:nb,BR-006,,Yes,New Brunswick,45.258030661356585,-65.8359222145153,,,,,NAD83,,337.0,-45.0,66.47688,1984.0,0,,473078,
gov:nb:BR-007,gov:nb,BR-007,,Yes,New Brunswick,45.255251128159095,-65.83912706218172,,,,,NAD83,,337.0,-45.0,91.44,1984.0,0,,473078,
gov:nb:BR-008,gov:nb,BR-008,,Yes,New Brunswick,45.24831085396151,-65.82492934384155,,,,,NAD83,,337.0,-45.0,152.4,1984.0,0,,473078,
gov:nb:BR-009,gov:nb,BR-009,,Yes,New Brunswick,45.24958678282168,-65.82313073251822,,,,,NAD83,,337.0,-45.0,67.056,1984.0,0,,473078,
gov:nb:GX-022,gov:nb,GX-022,,Yes,New Brunswick,45.19675934371532,-65.914692527377,,,,,NAD83,,,-90.0,24.5364,1984.0,0,,473030,
gov:nb:GX-001,gov:nb,GX-001,,Yes,New Brunswick,45.19799529269761,-65.91358524360454,,,,,NAD83,,,-90.0,6.4008,1984.0,0,,473030,
gov:nb:GX-002,gov:nb,GX-002,,Yes,New Brunswick,45.19797947789962,-65.91400537865806,,,,,NAD83,,,-90.0,13.411200000000001,1984.0,0,,473030,
gov:nb:GX-003,gov:nb,GX-003,,Yes,New Brunswick,45.19806528804606,-65.91320272431972,,,,,NAD83,,,-90.0,11.43,1984.0,0,,473030,
gov:nb:GX-004(A),gov:nb,GX-004(A),,Yes,New Brunswick,45.19813488508656,-65.9127438496847,,,,,NAD83,,,-90.0,14.9352,1984.0,0,,473030,
gov:nb:GX-005,gov:nb,GX-005,,Yes,New Brunswick,45.197520219815864,-65.91393378806096,,,,,NAD83,,,-90.0,17.9832,1984.0,0,,473030,
gov:nb:GX-006,gov:nb,GX-006,,Yes,New Brunswick,45.19775177107888,-65.9134732361631,,,,,NAD83,,,-90.0,5.486400000000001,1984.0,0,,473030,
gov:nb:GX-007,gov:nb,GX-007,,Yes,New Brunswick,45.19769805168135,-65.9135246995747,,,,,NAD83,,,-90.0,3.7185599999999996,1984.0,0,,473030,
gov:nb:GX-008,gov:nb,GX-008,,Yes,New Brunswick,45.19818667972335,-65.91405413360437,,,,,NAD83,,,-90.0,25.908,1984.0,0,,473030,
gov:nb:GX-009,gov:nb,GX-009,,Yes,New Brunswick,45.197400678451125,-65.91343870503441,,,,,NAD83,,,-90.0,26.029919999999997,1984.0,0,,473030,
gov:nb:GX-010,gov:nb,GX-010,,Yes,New Brunswick,45.197366737508695,-65.91383357140344,,,,,NAD83,,,-90.0,30.1752,1984.0,0,,473030,
gov:nb:GX-011,gov:nb,GX-011,,Yes,New Brunswick,45.197506662474,-65.91305581543075,,,,,NAD83,,,-90.0,9.692639999999999,1984.0,0,,473030,
gov:nb:GX-012,gov:nb,GX-012,,Yes,New Brunswick,45.197595047671356,-65.9127494652798,,,,,NAD83,,,-90.0,29.8704,1984.0,0,,473030,
gov:nb:GX-013,gov:nb,GX-013,,Yes,New Brunswick,45.196914824739146,-65.91344375299941,,,,,NAD83,,,-90.0,47.8536,1984.0,0,,473030,
gov:nb:GX-015,gov:nb,GX-015,,Yes,New Brunswick,45.19686698144389,-65.91462778074883,,,,,NAD83,,,-90.0,42.062400000000004,1984.0,0,,473030,
gov:nb:FR96-2,gov:nb,FR96-2,,Yes,New Brunswick,45.66793177048109,-65.91025718601536,,,,,NAD83,,110.0,-60.0,120.0,1996.0,0,,474759,
gov:nb:FR96-3,gov:nb,FR96-3,,Yes,New Brunswick,45.66773309753412,-65.91011811986797,,,,,NAD83,,110.0,-40.0,101.75,1996.0,0,,474759,
gov:nb:FR96-4,gov:nb,FR96-4,,Yes,New Brunswick,45.66833330818943,-65.9096112629846,,,,,NAD83,,115.0,-52.0,95.7,1996.0,0,,474759,
