hole_uid,source_id,native_id,company,project,jurisdiction,lat,lon,easting,northing,utm_zone,utm_hemi,datum,elev_m,azimuth,dip,depth_m,year_drilled,has_assay,assay_flags,report_ref,url
gov:nb:Newkirk-53-2,gov:nb,Newkirk-53-2,,1,New Brunswick,47.573963236847725,-65.79789156317375,,,,,NAD83,,157.0,-45.0,103.60000000000001,1953.0,0,,470378,
gov:nb:9,gov:nb,9,,Yes,New Brunswick,45.93059444316981,-64.48814699069801,,,,,NAD83,,,-90.0,31.1,1960.0,0,,470667,
gov:nb:10,gov:nb,10,,Yes,New Brunswick,45.93015900451109,-64.48899268296978,,,,,NAD83,,,-90.0,32.5,1960.0,0,,470667,
gov:nb:Newkirk-53-3,gov:nb,Newkirk-53-3,,1,New Brunswick,47.57529266533708,-65.817133830187,,,,,NAD83,,337.0,-45.0,198.70000000000002,1953.0,0,,470378,
gov:nb:11,gov:nb,11,,Yes,New Brunswick,45.92986389829647,-64.48954568343201,,,,,NAD83,,,-90.0,31.7,1960.0,0,,470667,
gov:nb:82-001,gov:nb,82-001,,Yes,New Brunswick,45.59985033001896,-65.5365642835161,,,,,NAD83,,,,37.0,1984.0,0,,473023,
gov:nb:82-002,gov:nb,82-002,,Yes,New Brunswick,45.601392649249895,-65.5412420549631,,,,,NAD83,,,,37.0,1984.0,0,,473023,
gov:nb:82-003,gov:nb,82-003,,Yes,New Brunswick,45.60931116158811,-65.53069605357838,,,,,NAD83,,,,37.0,1984.0,0,,473023,
gov:nb:82-004,gov:nb,82-004,,Yes,New Brunswick,45.60592502906531,-65.53669024932034,,,,,NAD83,,,,37.0,1984.0,0,,473023,
gov:nb:82-005,gov:nb,82-005,,Yes,New Brunswick,45.60298338934851,-65.53360037048745,,,,,NAD83,,,,37.0,1984.0,0,,473023,
gov:nb:82-006,gov:nb,82-006,,Yes,New Brunswick,45.606092758301315,-65.53208514213868,,,,,NAD83,,,,37.0,1984.0,0,,473023,
gov:nb:82-007,gov:nb,82-007,,Yes,New Brunswick,45.60530408618201,-65.53350893919448,,,,,NAD83,,,,37.0,1984.0,0,,473023,
gov:nb:82-008,gov:nb,82-008,,Yes,New Brunswick,45.605827016561825,-65.53257688767688,,,,,NAD83,,,,14.0,1984.0,0,,473023,
gov:nb:82-009,gov:nb,82-009,,Yes,New Brunswick,45.60557882864717,-65.5330170469213,,,,,NAD83,,,,19.0,1984.0,0,,473023,
gov:nb:82-010,gov:nb,82-010,,Yes,New Brunswick,45.604453619613096,-65.53507477427026,,,,,NAD83,,,,13.0,1984.0,0,,473023,
gov:nb:82-011,gov:nb,82-011,,Yes,New Brunswick,45.603780885539145,-65.53638111580113,,,,,NAD83,,,,19.0,1984.0,0,,473023,
gov:nb:82-012,gov:nb,82-012,,Yes,New Brunswick,45.602708725003524,-65.53833524500207,,,,,NAD83,,,,19.0,1984.0,0,,473023,
gov:nb:82-013,gov:nb,82-013,,Yes,New Brunswick,45.60434847725951,-65.53752504565183,,,,,NAD83,,,,25.0,1984.0,0,,473023,
gov:nb:82-014,gov:nb,82-014,,Yes,New Brunswick,45.607383357402014,-65.53676765447011,,,,,NAD83,,,,19.0,1984.0,0,,473023,
gov:nb:82-015,gov:nb,82-015,,Yes,New Brunswick,45.59865078222044,-65.53517501055289,,,,,NAD83,,,,38.0,1984.0,0,,473023,
gov:nb:82-016,gov:nb,82-016,,Yes,New Brunswick,45.6027139624609,-65.54214232556217,,,,,NAD83,,,,60.0,1984.0,0,,473023,
gov:nb:82-017,gov:nb,82-017,,Yes,New Brunswick,45.59801629281211,-65.53992851108299,,,,,NAD83,,,,45.0,1984.0,0,,473023,
gov:nb:82-018,gov:nb,82-018,,Yes,New Brunswick,45.59876410697342,-65.5411077189356,,,,,NAD83,,,,30.0,1984.0,0,,473023,
gov:nb:P-001,gov:nb,P-001,,Yes,New Brunswick,45.654279559255286,-65.72180805863812,,,,,NAD83,,,-90.0,57.912000000000006,1975.0,0,,470583,
gov:nb:P-002,gov:nb,P-002,,Yes,New Brunswick,45.65537843228412,-65.71935489772257,,,,,NAD83,,,-90.0,161.544,1975.0,0,,470583,
gov:nb:P-003,gov:nb,P-003,,Yes,New Brunswick,45.65751269443817,-65.72354648479154,,,,,NAD83,,,-90.0,274.32,1975.0,0,,470583,
gov:nb:P-004,gov:nb,P-004,,Yes,New Brunswick,45.65866448606082,-65.71311131718423,,,,,NAD83,,,-90.0,277.368,1975.0,0,,470583,
gov:nb:P-005,gov:nb,P-005,,Yes,New Brunswick,45.65537656055923,-65.71517211904936,,,,,NAD83,,,-90.0,124.968,1975.0,0,,470583,
gov:nb:P-006,gov:nb,P-006,,Yes,New Brunswick,45.65563937851384,-65.72592058755676,,,,,NAD83,,,-90.0,260.604,1975.0,0,,470583,
gov:nb:P-007,gov:nb,P-007,,Yes,New Brunswick,45.65333286005125,-65.71240388403311,,,,,NAD83,,,-90.0,90.52560000000001,1975.0,0,,470583,
gov:nb:P-008,gov:nb,P-008,,Yes,New Brunswick,45.65157451982388,-65.7105683848807,,,,,NAD83,,,-90.0,24.9936,1975.0,0,,470583,
gov:nb:P-009,gov:nb,P-009,,Yes,New Brunswick,45.65578953263218,-65.71503800062284,,,,,NAD83,,,-90.0,140.8176,1975.0,0,,470583,
gov:nb:P-010,gov:nb,P-010,,Yes,New Brunswick,45.65584245608651,-65.72272290240758,,,,,NAD83,,,-90.0,210.312,1975.0,0,,470583,
gov:nb:P-011,gov:nb,P-011,,No,New Brunswick,45.6580698481855,-65.72081849207288,,,,,NAD83,,,-90.0,291.6936,1977.0,0,,470431,
gov:nb:P-012,gov:nb,P-012,,No,New Brunswick,45.657236184106424,-65.71735290548277,,,,,NAD83,,,-90.0,226.77120000000002,1977.0,0,,470431,
gov:nb:P-013,gov:nb,P-013,,No,New Brunswick,45.65407027942713,-65.7162425898937,,,,,NAD83,,,-90.0,119.7864,1977.0,0,,470431,
gov:nb:P-014,gov:nb,P-014,,No,New Brunswick,45.65494170639522,-65.71344610742312,,,,,NAD83,,,-90.0,73.152,1977.0,0,,470431,
gov:nb:P-015,gov:nb,P-015,,No,New Brunswick,45.65600984362192,-65.7354359179681,,,,,NAD83,,,-90.0,35.6616,1977.0,0,,470431,
gov:nb:P-016,gov:nb,P-016,,No,New Brunswick,45.656788368252755,-65.74825624063946,,,,,NAD83,,,,89.91600000000001,1977.0,0,,470431,
gov:nb:P-017,gov:nb,P-017,,No,New Brunswick,45.656472761690395,-65.70718867697904,,,,,NAD83,,,-90.0,85.34400000000001,1977.0,0,,470431,
gov:nb:P-018,gov:nb,P-018,,No,New Brunswick,45.656452794589974,-65.70690667996796,,,,,NAD83,,,-90.0,197.2056,1977.0,0,,470431,
gov:nb:WC-001,gov:nb,WC-001,,Yes,New Brunswick,45.63762274506133,-65.52068687757972,,,,,NAD83,,117.0,-61.0,125.8824,1981.0,0,,472729,
gov:nb:WC-002,gov:nb,WC-002,,Yes,New Brunswick,45.637109527218165,-65.51856665524521,,,,,NAD83,,,-90.0,138.0744,1981.0,0,,472729,
gov:nb:WC-003,gov:nb,WC-003,,Yes,New Brunswick,45.638553201720484,-65.51695071564123,,,,,NAD83,,,-90.0,122.8344,1981.0,0,,472729,
gov:nb:WC-004,gov:nb,WC-004,,Yes,New Brunswick,45.63264841401618,-65.50638377169639,,,,,NAD83,,,-90.0,128.93040000000002,1981.0,0,,472729,
gov:nb:WC-005,gov:nb,WC-005,,Yes,New Brunswick,45.63852156181153,-65.52265928920875,,,,,NAD83,,130.0,-50.0,67.9704,1981.0,0,,472729,
gov:nb:WC-006,gov:nb,WC-006,,Yes,New Brunswick,45.63482366909767,-65.52582797616444,,,,,NAD83,,,-90.0,77.1144,1981.0,0,,472729,
gov:nb:WC-007,gov:nb,WC-007,,Yes,New Brunswick,45.640479983164425,-65.52125245095526,,,,,NAD83,,115.0,-45.0,40.5384,1981.0,0,,472729,
gov:nb:WC-008,gov:nb,WC-008,,Yes,New Brunswick,45.64521720659099,-65.52070752390506,,,,,NAD83,,110.0,-45.0,98.4504,1981.0,0,,472729,
gov:nb:WC-009,gov:nb,WC-009,,Yes,New Brunswick,45.64421157842173,-65.54736954465822,,,,,NAD83,,110.0,-75.0,122.8344,1981.0,0,,472729,
gov:nb:WC-010,gov:nb,WC-010,,Yes,New Brunswick,45.64540323007443,-65.54783668348766,,,,,NAD83,,110.0,-75.0,121.92,1981.0,0,,472729,
gov:nb:WC-011,gov:nb,WC-011,,Yes,New Brunswick,45.64929741963215,-65.54013669485401,,,,,NAD83,,110.0,-60.0,58.8264,1981.0,0,,472729,
gov:nb:TB-89-001,gov:nb,TB-89-001,,Yes,New Brunswick,45.72067860068743,-65.86241401905905,,,,,NAD83,,334.0,-45.0,94.8,1990.0,0,,473881,
gov:nb:BF-89-001,gov:nb,BF-89-001,,Yes,New Brunswick,45.75772020598683,-65.82170452856927,,,,,NAD83,,334.0,-45.0,75.0,1990.0,0,,473882,
gov:nb:BF-89-002,gov:nb,BF-89-002,,Yes,New Brunswick,45.75899665493568,-65.81699707262518,,,,,NAD83,,334.0,-45.0,135.94,1990.0,0,,473882,
gov:nb:BF-89-003,gov:nb,BF-89-003,,Yes,New Brunswick,45.75794382698549,-65.81997933191982,,,,,NAD83,,334.0,-45.0,93.3,1990.0,0,,473882,
gov:nb:AN-91-001,gov:nb,AN-91-001,,Yes,New Brunswick,45.68788672919122,-65.91683736788934,,,,,NAD83,,159.0,-45.0,85.9,1992.0,0,,474233,
gov:nb:AN-91-003,gov:nb,AN-91-003,,Yes,New Brunswick,45.6865333159864,-65.91610694133662,,,,,NAD83,,339.0,-45.0,134.1,1992.0,0,,474233,
gov:nb:AN-91-002,gov:nb,AN-91-002,,Yes,New Brunswick,45.68750726174016,-65.91653322785479,,,,,NAD83,,159.0,-45.0,79.2,1992.0,0,,474233,
gov:nb:AN-91-004,gov:nb,AN-91-004,,Yes,New Brunswick,45.69320718924851,-65.91738513615095,,,,,NAD83,,339.0,-45.0,68.0,1992.0,0,,474233,
gov:nb:59033,gov:nb,59033,,Yes,New Brunswick,45.571014188246544,-65.80497254190284,,,,,NAD83,,280.0,-45.0,153.3144,1977.0,0,,470455,
gov:nb:59037,gov:nb,59037,,Yes,New Brunswick,45.56807325844335,-65.80813488255569,,,,,NAD83,,325.0,-45.0,106.68,1977.0,0,,470455,
gov:nb:S-73-001,gov:nb,S-73-001,,Yes,New Brunswick,45.68257020474904,-65.97803458303498,,,,,NAD83,,,-45.0,135.9408,1974.0,0,,470590,
gov:nb:DP-90-001,gov:nb,DP-90-001,,Yes,New Brunswick,45.676905488653055,-65.91605375604564,,,,,NAD83,,339.0,-50.0,30.5,1991.0,0,,474009,
gov:nb:DP-90-002,gov:nb,DP-90-002,,Yes,New Brunswick,45.67726278198386,-65.91729506471823,,,,,NAD83,,159.0,-45.0,54.800000000000004,1991.0,0,,474009,
gov:nb:FR94-1,gov:nb,FR94-1,,Yes,New Brunswick,45.66817921974873,-65.90939472503422,,,,,NAD83,,118.5,-50.0,41.76,1995.0,0,,474583,
gov:nb:FR94-2,gov:nb,FR94-2,,Yes,New Brunswick,45.66817921974873,-65.90939472503422,,,,,NAD83,,118.0,-83.0,71.85000000000001,1995.0,0,,474583,
gov:nb:FR94-3,gov:nb,FR94-3,,Yes,New Brunswick,45.66821527546583,-65.90940717665315,,,,,NAD83,,159.0,-45.0,47.85,1995.0,0,,474583,
gov:nb:FR94-4,gov:nb,FR94-4,,Yes,New Brunswick,45.66821527546583,-65.90940717665315,,,,,NAD83,,159.0,-63.0,47.85,1995.0,0,,474583,
gov:nb:FR94-5,gov:nb,FR94-5,,Yes,New Brunswick,45.66821527546583,-65.90940717665315,,,,,NAD83,,159.0,-78.0,63.4,1995.0,0,,474583,
gov:nb:FR94-6,gov:nb,FR94-6,,Yes,New Brunswick,45.66817921974873,-65.90939472503422,,,,,NAD83,,118.0,-64.5,55.17,1995.0,0,,474583,
gov:nb:FR94-7,gov:nb,FR94-7,,Yes,New Brunswick,45.668205810533486,-65.90931744240861,,,,,NAD83,,77.0,-45.0,40.54,1995.0,0,,474583,
gov:nb:FR94-8,gov:nb,FR94-8,,Yes,New Brunswick,45.66821487457943,-65.9093301798954,,,,,NAD83,,77.0,-63.0,47.85,1995.0,0,,474583,
gov:nb:FR94-9,gov:nb,FR94-9,,Yes,New Brunswick,45.66820594417094,-65.90934310799014,,,,,NAD83,,77.0,-80.0,88.09,1995.0,0,,474583,
gov:nb:FR94-10,gov:nb,FR94-10,,Yes,New Brunswick,45.66827905766927,-65.90956050330496,,,,,NAD83,,118.0,-73.0,90.53,1995.0,0,,474583,
gov:nb:FR94-11,gov:nb,FR94-11,,Yes,New Brunswick,45.6710434493503,-65.90823498146153,,,,,NAD83,,119.0,-45.0,60.6,1995.0,0,,474583,
gov:nb:FR94-12,gov:nb,FR94-12,,Yes,New Brunswick,45.671034318235144,-65.9082094100697,,,,,NAD83,,119.0,-64.0,60.050000000000004,1995.0,0,,474583,
gov:nb:FR94-13,gov:nb,FR94-13,,Yes,New Brunswick,45.67104378405326,-65.90829914867143,,,,,NAD83,,160.0,-45.0,57.0,1995.0,0,,474583,
gov:nb:FR94-14,gov:nb,FR94-14,,Yes,New Brunswick,45.67104358323583,-65.90826064834538,,,,,NAD83,,160.0,-62.0,59.74,1995.0,0,,474583,
gov:nb:FR94-15,gov:nb,FR94-15,,Yes,New Brunswick,45.67104398485756,-65.90833764899783,,,,,NAD83,,77.0,-43.0,65.23,1995.0,0,,474583,
gov:nb:FR94-16,gov:nb,FR94-16,,Yes,New Brunswick,45.669158848226424,-65.9091790096609,,,,,NAD83,,118.0,-45.0,153.70000000000002,1995.0,0,,474583,
gov:nb:FR95-1,gov:nb,FR95-1,,Yes,New Brunswick,45.66827832286132,-65.90941934241907,,,,,NAD83,,115.0,-80.0,99.65,1995.0,0,,474590,
gov:nb:FR95-2,gov:nb,FR95-2,,Yes,New Brunswick,45.66827832286132,-65.90941934241907,,,,,NAD83,,115.0,-45.0,43.050000000000004,1995.0,0,,474590,
gov:nb:FR95-3,gov:nb,FR95-3,,Yes,New Brunswick,45.6684049520497,-65.90954633672688,,,,,NAD83,,105.0,-45.0,61.43,1995.0,0,,474590,
gov:nb:FR95-4,gov:nb,FR95-4,,Yes,New Brunswick,45.6684049520497,-65.90954633672688,,,,,NAD83,,105.0,-60.0,89.0,1995.0,0,,474590,
gov:nb:FR95-5,gov:nb,FR95-5,,Yes,New Brunswick,45.6685047229734,-65.90969928307906,,,,,NAD83,,105.0,-45.0,76.65,1995.0,0,,474590,
gov:nb:FR95-6,gov:nb,FR95-6,,Yes,New Brunswick,45.6685047229734,-65.90969928307906,,,,,NAD83,,160.0,-62.5,111.15,1995.0,0,,474590,
gov:nb:FR95-7,gov:nb,FR95-7,,Yes,New Brunswick,45.668243001968825,-65.90954805157274,,,,,NAD83,,160.0,-45.0,55.9,1995.0,0,,474590,
gov:nb:FR95-8,gov:nb,FR95-8,,Yes,New Brunswick,45.66825206598898,-65.90956078910564,,,,,NAD83,,160.0,-60.0,68.3,1995.0,0,,474590,
gov:nb:FR95-9,gov:nb,FR95-9,,Yes,New Brunswick,45.66819848335778,-65.90963835744299,,,,,NAD83,,160.0,-45.0,61.25,1995.0,0,,474590,
gov:nb:FR95-10,gov:nb,FR95-10,,Yes,New Brunswick,45.66820741380006,-65.90962542939712,,,,,NAD83,,160.0,-60.0,71.32000000000001,1995.0,0,,474590,
gov:nb:FR95-11,gov:nb,FR95-11,,Yes,New Brunswick,45.66812724007615,-65.90978027998112,,,,,NAD83,,160.0,-45.0,86.75,1995.0,0,,474590,
gov:nb:FR95-12,gov:nb,FR95-12,,Yes,New Brunswick,45.6681363040703,-65.90979301752554,,,,,NAD83,,160.0,-60.0,84.0,1995.0,0,,474590,
gov:nb:FR95-13,gov:nb,FR95-13,,Yes,New Brunswick,45.66814650285697,-65.91002391230013,,,,,NAD83,,120.0,-45.0,61.800000000000004,1995.0,0,,474590,
gov:nb:FR95-13A,gov:nb,FR95-13A,,Yes,New Brunswick,45.66812870861629,-65.91006260100652,,,,,NAD83,,210.0,-45.0,46.9,1995.0,0,,474590,
gov:nb:FR95-14,gov:nb,FR95-14,,Yes,New Brunswick,45.66815570029861,-65.91006231544964,,,,,NAD83,,120.0,-60.0,71.55,1995.0,0,,474590,
gov:nb:FR95-15,gov:nb,FR95-15,,Yes,New Brunswick,45.66794816338807,-65.90994901011581,,,,,NAD83,,120.0,-45.0,55.6,1995.0,0,,474590,
gov:nb:FR95-16,gov:nb,FR95-16,,Yes,New Brunswick,45.66795722736333,-65.90996174764697,,,,,NAD83,,120.0,-60.0,68.3,1995.0,0,,474590,
gov:nb:FR95-17,gov:nb,FR95-17,,Yes,New Brunswick,45.66784859309197,-65.90983456296495,,,,,NAD83,,110.0,-60.0,38.95,1995.0,0,,474590,
gov:nb:FR95-18,gov:nb,FR95-18,,Yes,New Brunswick,45.66775022438476,-65.9099511045824,,,,,NAD83,,110.0,-60.0,44.0,1995.0,0,,474590,
gov:nb:FR95-19,gov:nb,FR95-19,,Yes,New Brunswick,45.66774216149046,-65.91013085737778,,,,,NAD83,,110.0,-60.0,47.5,1995.0,0,,474590,
gov:nb:FR95-13XT,gov:nb,FR95-13XT,,Yes,New Brunswick,45.66814650285697,-65.91002391230013,,,,,NAD83,,129.0,-45.0,81.18,1996.0,0,,474759,
gov:nb:FR95-14XT,gov:nb,FR95-14XT,,Yes,New Brunswick,45.66815570029861,-65.91006231544964,,,,,NAD83,,130.0,-60.0,89.9,1996.0,0,,474759,
gov:nb:FR95-19XT,gov:nb,FR95-19XT,,Yes,New Brunswick,45.66774216149046,-65.91013085737778,,,,,NAD83,,107.5,-60.0,96.0,1996.0,0,,474759,
gov:nb:FR96-1,gov:nb,FR96-1,,Yes,New Brunswick,45.667939766839226,-65.91006459989508,,,,,NAD83,,110.0,-60.0,83.60000000000001,1996.0,0,,474759,
gov:nb:SA-91-082,gov:nb,SA-91-082,,Yes,New Brunswick,45.97971200007324,-65.37283836674776,,,,,NAD83,,,-90.0,89.92,1992.0,0,,474161,
gov:nb:SA-91-083,gov:nb,SA-91-083,,Yes,New Brunswick,45.979486988411495,-65.37464981335378,,,,,NAD83,,,-90.0,62.480000000000004,1992.0,0,,474161,
gov:nb:SA-91-084,gov:nb,SA-91-084,,Yes,New Brunswick,45.978729340043735,-65.37537505868228,,,,,NAD83,,,-90.0,56.39,1992.0,0,,474161,
gov:nb:SA-91-085,gov:nb,SA-91-085,,Yes,New Brunswick,45.97822434844717,-65.37435285977631,,,,,NAD83,,,-90.0,65.53,1992.0,0,,474161,
gov:nb:SA-91-086,gov:nb,SA-91-086,,Yes,New Brunswick,45.97800728879503,-65.3760608431933,,,,,NAD83,,,-90.0,50.29,1992.0,0,,474161,
gov:nb:SA-91-087,gov:nb,SA-91-087,,Yes,New Brunswick,45.97708731973229,-65.37675062932634,,,,,NAD83,,,-90.0,47.24,1992.0,0,,474161,
gov:nb:SA-91-088,gov:nb,SA-91-088,,Yes,New Brunswick,45.976547121196,-65.37580659663203,,,,,NAD83,,,-90.0,59.44,1992.0,0,,474161,
gov:nb:SA-91-089,gov:nb,SA-91-089,,Yes,New Brunswick,45.9761760877612,-65.37741440424772,,,,,NAD83,,,-90.0,47.24,1992.0,0,,474161,
gov:nb:D-80-001,gov:nb,D-80-001,,No,New Brunswick,45.83401683247326,-65.37277329913769,,,,,NAD83,,,-90.0,30.7848,1980.0,0,,472565,
gov:nb:D-80-002(A),gov:nb,D-80-002(A),,No,New Brunswick,45.834365962784105,-65.37349993617642,,,,,NAD83,,,-90.0,4.572,1980.0,0,,472565,
gov:nb:D-80-002(B),gov:nb,D-80-002(B),,No,New Brunswick,45.834365962784105,-65.37349993617642,,,,,NAD83,,,-90.0,3.9624,1980.0,0,,472565,
gov:nb:D-80-003,gov:nb,D-80-003,,No,New Brunswick,45.83314133463075,-65.37340893637266,,,,,NAD83,,,-90.0,24.384,1980.0,0,,472565,
gov:nb:D-80-004(A),gov:nb,D-80-004(A),,No,New Brunswick,45.833588143417536,-65.37400486300118,,,,,NAD83,,,-90.0,3.9624,1980.0,0,,472565,
gov:nb:D-80-004(B),gov:nb,D-80-004(B),,No,New Brunswick,45.833588143417536,-65.37400486300118,,,,,NAD83,,,-90.0,3.048,1980.0,0,,472565,
gov:nb:D-80-005,gov:nb,D-80-005,,No,New Brunswick,45.84782666359296,-65.3671365963678,,,,,NAD83,,,-90.0,11.277600000000001,1980.0,0,,472565,
gov:nb:D-80-004(C),gov:nb,D-80-004(C),,No,New Brunswick,45.833678232717624,-65.37401590801527,,,,,NAD83,,,-90.0,4.2672,1980.0,0,,472565,
gov:nb:D-81-003,gov:nb,D-81-003,,No,New Brunswick,45.82640419493044,-65.35385368503499,,,,,NAD83,,,-90.0,18.288,1981.0,0,,472710,
gov:nb:D-81-004,gov:nb,D-81-004,,No,New Brunswick,45.82780729737916,-65.34756946767503,,,,,NAD83,,,-90.0,24.384,1981.0,0,,472710,
gov:nb:D-81-001,gov:nb,D-81-001,,No,New Brunswick,45.83030466644714,-65.37408432569923,,,,,NAD83,,,-90.0,23.4696,1981.0,0,,472710,
gov:nb:D-81-002,gov:nb,D-81-002,,No,New Brunswick,45.82714565260949,-65.36767441292939,,,,,NAD83,,,-90.0,40.2336,1981.0,0,,472710,
gov:nb:D-75-008,gov:nb,D-75-008,,No,New Brunswick,45.84320958822651,-65.36432121282242,,,,,NAD83,,,-90.0,47.0916,1976.0,0,,470626,
gov:nb:D-75-009,gov:nb,D-75-009,,No,New Brunswick,45.842674166578426,-65.36296748990665,,,,,NAD83,,,-90.0,16.3068,1976.0,0,,470626,
gov:nb:D-75-012,gov:nb,D-75-012,,No,New Brunswick,45.845574222253255,-65.36144032565412,,,,,NAD83,,,-90.0,53.34,1976.0,0,,470626,
gov:nb:D-75-016,gov:nb,D-75-016,,No,New Brunswick,45.85263863929048,-65.35884881408289,,,,,NAD83,,,-90.0,21.945600000000002,1976.0,0,,470626,
gov:nb:D-75-017,gov:nb,D-75-017,,No,New Brunswick,45.85311509661161,-65.35970175784121,,,,,NAD83,,,-90.0,16.4592,1976.0,0,,470626,
gov:nb:D-75-018,gov:nb,D-75-018,,No,New Brunswick,45.85020916703247,-65.36153837089837,,,,,NAD83,,,-90.0,17.3736,1976.0,0,,470626,
gov:nb:D-75-023,gov:nb,D-75-023,,No,New Brunswick,45.84417101771373,-65.36688934850879,,,,,NAD83,,,-90.0,7.9248,1976.0,0,,470626,
gov:nb:D-75-025,gov:nb,D-75-025,,No,New Brunswick,45.82596705676883,-65.3533350190318,,,,,NAD83,,,-90.0,7.3152,1976.0,0,,470626,
gov:nb:D-75-025(B),gov:nb,D-75-025(B),,Yes,New Brunswick,45.82858070426631,-65.3501919856605,,,,,NAD83,,,-90.0,20.4216,1976.0,0,,470626,
gov:nb:D-75-025(D),gov:nb,D-75-025(D),,Yes,New Brunswick,45.82822294608051,-65.3477410346124,,,,,NAD83,,,-90.0,31.3944,1976.0,0,,470626,
gov:nb:D-75-026,gov:nb,D-75-026,,Yes,New Brunswick,45.82635203547028,-65.35403494941217,,,,,NAD83,,,-90.0,4.2672,1976.0,0,,470626,
gov:nb:D-75-026(A),gov:nb,D-75-026(A),,Yes,New Brunswick,45.82772607260824,-65.35020968343132,,,,,NAD83,,,-90.0,16.764,1976.0,0,,470626,
gov:nb:D-75-026(B),gov:nb,D-75-026(B),,Yes,New Brunswick,45.827543273390496,-65.35081839792386,,,,,NAD83,,,-90.0,9.144,1976.0,0,,470626,
gov:nb:D-75-026(C),gov:nb,D-75-026(C),,Yes,New Brunswick,45.82754719196847,-65.3503163542943,,,,,NAD83,,,-90.0,15.8496,1976.0,0,,470626,
gov:nb:D-75-026(D),gov:nb,D-75-026(D),,Yes,New Brunswick,45.82828617623705,-65.35042976294535,,,,,NAD83,,,-90.0,33.8328,1976.0,0,,470626,
gov:nb:D-75-027,gov:nb,D-75-027,,Yes,New Brunswick,45.82488219785312,-65.35908466437532,,,,,NAD83,,,-90.0,4.572,1976.0,0,,470626,
gov:nb:D-75-028,gov:nb,D-75-028,,Yes,New Brunswick,45.82278892206628,-65.36840673559645,,,,,NAD83,,,-90.0,11.7348,1976.0,0,,470626,
gov:nb:D-75-028(A),gov:nb,D-75-028(A),,Yes,New Brunswick,45.82296756369729,-65.36827439785664,,,,,NAD83,,,-90.0,18.8976,1976.0,0,,470626,
gov:nb:D-75-030,gov:nb,D-75-030,,Yes,New Brunswick,45.8847379978858,-65.27866722540436,,,,,NAD83,,,-90.0,14.6304,1976.0,0,,470626,
gov:nb:D-75-031,gov:nb,D-75-031,,Yes,New Brunswick,45.87235499963328,-65.31678520127349,,,,,NAD83,,,-90.0,12.4968,1976.0,0,,470626,
gov:nb:D-75-033,gov:nb,D-75-033,,Yes,New Brunswick,45.88411436855007,-65.2775729344796,,,,,NAD83,,,-90.0,24.6888,1976.0,0,,470626,
gov:nb:D-75-035,gov:nb,D-75-035,,No,New Brunswick,45.871532192079165,-65.31726647447714,,,,,NAD83,,,-90.0,9.7536,1976.0,0,,470626,
gov:nb:D-75-036,gov:nb,D-75-036,,No,New Brunswick,45.87271591255798,-65.31688055203948,,,,,NAD83,,,-90.0,18.50136,1976.0,0,,470626,
gov:nb:D-75-037,gov:nb,D-75-037,,No,New Brunswick,45.871861705010204,-65.31607438054476,,,,,NAD83,,,-90.0,24.384,1976.0,0,,470626,
gov:nb:D-75-102,gov:nb,D-75-102,,No,New Brunswick,45.839383402401324,-65.365017427931,,,,,NAD83,,,-90.0,38.67912,1976.0,0,,470626,
gov:nb:J-001,gov:nb,J-001,,Yes,New Brunswick,45.826068779399534,-65.49419947820702,,,,,NAD83,,280.0,-45.0,89.00160000000001,1970.0,0,,470618,
gov:nb:J-002,gov:nb,J-002,,Yes,New Brunswick,45.826632706974095,-65.49386750220125,,,,,NAD83,,280.0,-45.0,71.0184,1970.0,0,,470618,
gov:nb:J-003,gov:nb,J-003,,Yes,New Brunswick,45.82554049493214,-65.49449219142488,,,,,NAD83,,280.0,-45.0,72.5424,1970.0,0,,470618,
gov:nb:J-004,gov:nb,J-004,,Yes,New Brunswick,45.82158729379252,-65.49515575563427,,,,,NAD83,,280.0,-45.0,92.964,1970.0,0,,470618,
gov:nb:J-005,gov:nb,J-005,,Yes,New Brunswick,45.83544989471995,-65.48568813939693,,,,,NAD83,,280.0,-45.0,92.964,1970.0,0,,470618,
gov:nb:J-006,gov:nb,J-006,,Yes,New Brunswick,45.843492241892456,-65.47846026432512,,,,,NAD83,,135.0,-45.0,103.9368,1970.0,0,,470618,
gov:nb:J-007,gov:nb,J-007,,Yes,New Brunswick,45.84460168569013,-65.47576191954232,,,,,NAD83,,315.0,-45.0,60.3504,1970.0,0,,470618,
gov:nb:J-008,gov:nb,J-008,,Yes,New Brunswick,45.84473065155578,-65.47609428095488,,,,,NAD83,,135.0,-45.0,60.96,1970.0,0,,470618,
gov:nb:J-009,gov:nb,J-009,,Yes,New Brunswick,45.84543271846304,-65.47611995320402,,,,,NAD83,,135.0,-45.0,105.156,1970.0,0,,470618,
gov:nb:S-001,gov:nb,S-001,,Yes,New Brunswick,45.77207882207451,-65.47082350226033,,,,,NAD83,,315.0,-45.0,65.532,1970.0,0,,470619,
gov:nb:S-002,gov:nb,S-002,,Yes,New Brunswick,45.77236449373367,-65.47057391467118,,,,,NAD83,,315.0,-55.0,62.7888,1970.0,0,,470619,
gov:nb:S-003,gov:nb,S-003,,Yes,New Brunswick,45.77237943227361,-65.47122939192015,,,,,NAD83,,,-90.0,61.2648,1970.0,0,,470619,
